"","Name","Address.x","origname","Agency.x","Address.y","City","State","Zip","Site ID","Site Name","Agency21","Agency.y","distance"
"12","Duluth","11 E Superior Street, Suite 277 Duluth, MN 55802","Duluth: 11 E Superior Street, Suite 277 Duluth, MN 55802","DMA","6831 East Superior Street, Duluth, MN 55804","Duluth","MN","55804","11750","SITE, D1A, LOADING SITE, LESTER RIVER","DOT","DOT",0.253531147426496
"13","Duluth","11 E Superior Street, Suite 277 Duluth, MN 55802","Duluth: 11 E Superior Street, Suite 277 Duluth, MN 55802","DMA","11 E. Superior St. Suite 290, DUluth, MN 55802","DUluth","MN","55802","15578","Duluth","Department of Health","MDH",0.170208848827619
"14","East Grand Forks","312 4th Ave NE East Grand Forks,MN 56721","East Grand Forks: 312 4th Ave NE East Grand Forks,MN 56721","MDA","2511 HWY 2 NE, East Grand Forks, MN 56721","East Grand Forks","MN","56721","11829","SITE, D2B, TRUCK STATION, EAST GRAND FORKS","DOT","DOT",0.234485094850949
"15","East Grand Forks","312 4th Ave NE East Grand Forks,MN 56721","East Grand Forks: 312 4th Ave NE East Grand Forks,MN 56721","MDA","312 4th Ave NE, East Grand Forks, MN 56721","East Grand Forks","MN","56721","11247","MDA East Grand Forks Potato Inspection Facility","Department of Agriculture","MDA",0.103373015873016
"16","East Grand Forks","312 4th Ave NE East Grand Forks,MN 56721","East Grand Forks: 312 4th Ave NE East Grand Forks,MN 56721","MDA","2134/2132 13Th Ave NW, East Grand Forks, MN 56721","East Grand Forks","MN","56721","15808","East Grand Forks - 13th Ave","Department of Human Services","DHS",0.223075546007877
"17","East Grand Forks","312 4th Ave NE East Grand Forks,MN 56721","East Grand Forks: 312 4th Ave NE East Grand Forks,MN 56721","MDA","515 2nd St NW, East Grand Forks, MN 56721","East Grand Forks","MN","56721","10860","Contact Station, Cold, 2 Shelters & Sanitation","Department of Natural Resources","DNR",0.254687115052969
"18","East Grand Forks","312 4th Ave NE East Grand Forks,MN 56721","East Grand Forks: 312 4th Ave NE East Grand Forks,MN 56721","MDA","515 2nd St NW, East Grand Forks, MN 56721","East Grand Forks","MN","56721","11250","Sanitation, 80 Campsites & RV Station R2900108360","Department of Natural Resources","DNR",0.254687115052969
"19","Faribault","1101 Linden Lane Faribault, MN 55021","Faribault: 1101 Linden Lane Faribault, MN 55021","DOC","1011 3Rd Street SE, Faribault, MN 55021","Faribault","MN","55021","15781","Faribault - 3rd Street","Department of Human Services","DHS",0.259480302583751
"20","Faribault","1101 Linden Lane Faribault, MN 55021","Faribault: 1101 Linden Lane Faribault, MN 55021","DOC","215 Erbland Ave., Faribault, MN 55021","Faribault","MN","55021","16142","Faribault - Erblang - Parkside","Department of Human Services","DHS",0.259843176509843
"21","Faribault","1101 Linden Lane Faribault, MN 55021","Faribault: 1101 Linden Lane Faribault, MN 55021","DOC","1101 Linden Lane, FAIRBAULT, MN 55021","FAIRBAULT","MN","55021","5974","MCF - Faribault","Department of Correctional Facilities","DOC",0.173012298012298
"22","Faribault","1101 Linden Lane Faribault, MN 55021","Faribault: 1101 Linden Lane Faribault, MN 55021","DOC","1990 Lyndale Ave N, Fairbault, MN 55021","Fairbault","MN","55021","12957","Tunnel","Department of Natural Resources","DNR",0.232478632478633
"23","Fergus Falls","1505 Pebble Lake Road Fergus Falls, MN 56537","Fergus Falls: 1505 Pebble Lake Road Fergus Falls, MN 56537","DMA","1505 Pebble Lake Rd, Fergus Falls, MN 56537","Fergus Falls","MN","56537","15627","Fergus Falls","Department of Health","MDH",0.0427447229772813
"24","Fergus Falls","1505 Pebble Lake Road Fergus Falls, MN 56537","Fergus Falls: 1505 Pebble Lake Road Fergus Falls, MN 56537","DMA","1010 Maryland Ln, Fergus Falls, MN 56537","Fergus Falls","MN","56537","16143","Fergus Falls  - CARE","Department of Human Services","DHS",0.220075757575758
"25","Fergus Falls","1505 Pebble Lake Road Fergus Falls, MN 56537","Fergus Falls: 1505 Pebble Lake Road Fergus Falls, MN 56537","DMA","1121 Pebble Lake Rd, Fergus Falls, MN 56537","Fergus Falls","MN","56537","16197","Fergus Falls - 1121 Pebble Lake","Department of Human Services","DHS",0.0902540611842938
"26","Fergus Falls","1505 Pebble Lake Road Fergus Falls, MN 56537","Fergus Falls: 1505 Pebble Lake Road Fergus Falls, MN 56537","DMA","1505 Pebble Lake Rd, Suite 500, Fergus Falls, MN 56537","Fergus Falls","MN","56537","16198","Fergus Falls - 1505 Pebble Lake - SOS Reg. Admin.","Department of Human Services","DHS",0.168590668590669
"27","Fergus Falls","1505 Pebble Lake Road Fergus Falls, MN 56537","Fergus Falls: 1505 Pebble Lake Road Fergus Falls, MN 56537","DMA","1010 Maryland Ln, Fergus Falls, MN 56537","Fergus Falls","MN","56537","17079","Fergus Falls - Maryland - CARE","Department of Human Services","DHS",0.220075757575758
"28","Fergus Falls","1505 Pebble Lake Road Fergus Falls, MN 56537","Fergus Falls: 1505 Pebble Lake Road Fergus Falls, MN 56537","DMA","1821 North Park Street, Fergus Falls, MN 56537","Fergus Falls","MN","56537","16567","Vetrans Home Special Care Addition","Department of Veterans Affairs","MDVA",0.238142292490119
"29","Fergus Falls","1505 Pebble Lake Road Fergus Falls, MN 56537","Fergus Falls: 1505 Pebble Lake Road Fergus Falls, MN 56537","DMA","321 E Cecil Ave, Fergus Falls, MN 56537","Fergus Falls","MN","56537","4735","Fergus Falls TACC","Military Affairs","DMA",0.238539238539239
"30","Fergus Falls","1505 Pebble Lake Road Fergus Falls, MN 56537","Fergus Falls: 1505 Pebble Lake Road Fergus Falls, MN 56537","DMA","1509 1st Ave, N Fergus Falls, MN 56537","N Fergus Falls","MN","56537","10670","2 Cold - Security Lights","Department of Natural Resources","DNR",0.24845826687932
"31","Hastings","1200 18th Street Hastings, MN 55033","Hastings: 1200 18th Street Hastings, MN 55033","MDVA","15565 220th Street, Scandia, MN 55073","Scandia","MN","55073","15972","Scandia - 220th St","Department of Human Services","DHS",0.22968517968518
"32","Hastings","1200 18th Street Hastings, MN 55033","Hastings: 1200 18th Street Hastings, MN 55033","MDVA","14829 70th Street South, Hastings, MN 55033","Hastings","MN","55033","16932","Hastings - 70th St So - Afton","Department of Human Services","DHS",0.177375079700661
"33","Hastings","1200 18th Street Hastings, MN 55033","Hastings: 1200 18th Street Hastings, MN 55033","MDVA","709 Dale Street, Hutchinson, MN 55350","Hutchinson","MN","55350","16145","Hutchinson - 709 Dale St - Little Crow","Department of Human Services","DHS",0.242505692505693
"34","Hastings","1200 18th Street Hastings, MN 55033","Hastings: 1200 18th Street Hastings, MN 55033","MDVA","713 Dale Street, Hutchinson, MN 55350","Hutchinson","MN","55350","16146","Hutchinson - 713 Dale St - Wakeman","Department of Human Services","DHS",0.242505692505693
"35","Hastings","1200 18th Street Hastings, MN 55033","Hastings: 1200 18th Street Hastings, MN 55033","MDVA","951 E. 21st Street, Hastings, MN 55033","Hastings","MN","55033","11923","SITE, D5E, TRUCK STATION, HASTINGS","DOT","DOT",0.228531004931684
"36","Hastings","1200 18th Street Hastings, MN 55033","Hastings: 1200 18th Street Hastings, MN 55033","MDVA","1200 East 18th Street, Hastings, MN 55033","Hastings","MN","55033","7023","MVH - Hastings Veterans Home","Department of Veterans Affairs","MDVA",0.153542392566783
"37","Lino Lakes","7525 Fourth Avenue Lino Lakes, MN 55014","Lino Lakes: 7525 Fourth Avenue Lino Lakes, MN 55014","DOC","520 N. 1st Avenue, Isanti, MN 55040","Isanti","MN","55040","16196","Isanti -1st Ave.","Department of Human Services","DHS",0.248107448107448
"38","Lino Lakes","7525 Fourth Avenue Lino Lakes, MN 55014","Lino Lakes: 7525 Fourth Avenue Lino Lakes, MN 55014","DOC","7525 Fourth Avenue, LINO LAKES, MN 55014","LINO LAKES","MN","55014","5970","MCF - Lino Lakes","Department of Correctional Facilities","DOC",0.168162393162393
"39","Lino Lakes","7525 Fourth Avenue Lino Lakes, MN 55014","Lino Lakes: 7525 Fourth Avenue Lino Lakes, MN 55014","DOC","175th Ave, Forest Lake, MN 55025","Forest Lake","MN","55025","10441","Pump House R2900600840","Department of Natural Resources","DNR",0.259585707502374
"40","Luverne","1300 N Kniss Luverne, MN 56156","Luverne: 1300 N Kniss Luverne, MN 56156","MDVA","1300 N. Kniss, Luverne, MN 56156","Luverne","MN","56156","7024","MVH - Luverne Veterans Home","Department of Veterans Affairs","MDVA",0.0708333333333333
"41","Luverne","1300 N Kniss Luverne, MN 56156","Luverne: 1300 N Kniss Luverne, MN 56156","MDVA","1410 161st St, Luverne, MN 56156","Luverne","MN","56156","12400","Shop, 2 Cold Storage & Granary Storage","Department of Natural Resources","DNR",0.207759661835749
"42","Luverne","1300 N Kniss Luverne, MN 56156","Luverne: 1300 N Kniss Luverne, MN 56156","MDVA","1410 161st St, Luverne, MN 56156","Luverne","MN","56156","15135","WWTP Blue Mounds State Park","Department of Natural Resources","DNR",0.207759661835749
"43","Main Office","Highway 53 S Eveleth, MN 55734","Main Office: Highway 53 S Eveleth, MN 55734","IRRRB","2702 Highway 53, Eveleth, MN 55734","Eveleth","MN","55734","11799","SITE, D1B, REST AREA, ANCHOR LAKE","DOT","DOT",0.175073247689881
"44","Main Office","Highway 53 S Eveleth, MN 55734","Main Office: Highway 53 S Eveleth, MN 55734","IRRRB","4261 Hwy 53 S., Eveleth, MN 55734","Eveleth","MN","55734","11331","Eveleth","Iron Range Resources and Rehabilitation Board (IRRRB)","IRRRB",0.243356643356643
"45","Mankato","12 Civic Center Plaza, Suite 2105 Mankato, MN 56001","Mankato: 12 Civic Center Plaza, Suite 2105 Mankato, MN 56001","DMA","12 Civic Center Plaza, Suite 1600A, Mankato, MN 56001","Mankato","MN","56001","15549","Mankato WFC","Department of Employment & Economic Development (DEED)","DEED",0.0960522573809398
"46","Mankato","12 Civic Center Plaza, Suite 2105 Mankato, MN 56001","Mankato: 12 Civic Center Plaza, Suite 2105 Mankato, MN 56001","DMA","12 Civic Center Plaza Suite 2125, Mankato, MN 56001","Mankato","MN","56001","15577","Mankato","Department of Health","MDH",0.103071895424837
"47","Marshall","504 Fairgrounds Road Marshall, MN 56258","Marshall: 504 Fairgrounds Road Marshall, MN 56258","DMA","201 Fairground Road, Blue Earth, MN 56013","Blue Earth","MN","56013","12016","SITE, D7E, TRUCK STATION, BLUE EARTH","DOT","DOT",0.234755199010876
"48","Marshall","504 Fairgrounds Road Marshall, MN 56258","Marshall: 504 Fairgrounds Road Marshall, MN 56258","DMA","504 Fairgrounds Road, Suite 200, Marshall, MN 56258","Marshall","MN","56258","15734","Marshall Office","Minnesota Pollution Control Agency","MPCA",0.146807440925088
"49","Marshall","504 Fairgrounds Road Marshall, MN 56258","Marshall: 504 Fairgrounds Road Marshall, MN 56258","DMA","500 Timmerman Dr, Marshall, MN 56258","Marshall","MN","56258","4748","Marshall TACC","Military Affairs","DMA",0.251424501424501
"50","Minneapolis","5101 Minnehaha Avenue S Minneapolis, MN 55417","Minneapolis: 5101 Minnehaha Avenue S Minneapolis, MN 55417","MDVA","5101 Minnehaha Ave S, Minneapolis, MN 55417","Minneapolis","MN","55417","7012","MVH - Minneapolis Veterans Home","Department of Veterans Affairs","MDVA",0.085529715762274
"51","Minnesota Discovery Center","Highway 169 Chisholm, MN 55719","Minnesota Discovery Center: Highway 169 Chisholm, MN 55719","IRRRB","Highway 61, Schroeder, MN 55613","Schroeder","MN","55613","11760","SITE, D1A, REST AREA, CROSS RIVER","DOT","DOT",0.255145929339478
"52","Moose Lake","1000 Lakeshore Drive Moose Lake, MN 55767","Moose Lake: 1000 Lakeshore Drive Moose Lake, MN 55767","DOC","1000 Lakeshore Drive, MOOSE LAKE, MN 55767","MOOSE LAKE","MN","55767","5973","MCF - Moose Lake","Department of Correctional Facilities","DOC",0.144912436519323
"53","Moose Lake","1000 Lakeshore Drive Moose Lake, MN 55767","Moose Lake: 1000 Lakeshore Drive Moose Lake, MN 55767","DOC","2109 Lakeshore Dr S, Lake City, MN 55041","Lake City","MN","55041","10482","EWR Office & Shop, Office & Shop","Department of Natural Resources","DNR",0.246698906644239
"54","Oak Park Heights","5329 Osgood Avenue Oak Park Heights, MN 55082","Oak Park Heights: 5329 Osgood Avenue Oak Park Heights, MN 55082","DOC","5329 Osgood Avenue, OAK PARK HEIGHTS, MN 55082","OAK PARK HEIGHTS","MN","55082","5800","MCF - Oak Park Heights","Department of Correctional Facilities","DOC",0.202751728710808
"55","Pine City TACC","1305 Main Street S Pine City, MN 55063","Pine City TACC: 1305 Main Street S Pine City, MN 55063","DMA","Main Street South 1305, Pine City, MN 55063","Pine City","MN","55063","12271","Pine City MCOFT","Military Affairs","DMA",0.16156670746634
"56","Pine City TACC","1305 Main Street S Pine City, MN 55063","Pine City TACC: 1305 Main Street S Pine City, MN 55063","DMA","1305 Main St S, Pine City, MN 55063","Pine City","MN","55063","4764","Pine City TACC","Military Affairs","DMA",0.0936311366651925
"57","Pine City TACC","1305 Main Street S Pine City, MN 55063","Pine City TACC: 1305 Main Street S Pine City, MN 55063","DMA","905 Hillside Ave SW, Pine City, MN 55063","Pine City","MN","55063","11781","SITE, D1A, TRUCK STATION, PINE CITY","DOT","DOT",0.24532667876588
"58","Pine City TACC","1305 Main Street S Pine City, MN 55063","Pine City TACC: 1305 Main Street S Pine City, MN 55063","DMA","215 6Th Ave SE, Pine City, MN 55063","Pine City","MN","55063","15771","Pine City - 6th Ave - Cross Lake","Department of Human Services","DHS",0.252928617840899
"59","Carlton Truck Station","1515 Highway 210 Carlton, MN 55718","R1A: Carlton Truck Station 1515 Highway 210 Carlton, MN 55718","DOT","1515 Hwy 210, Carlton, MN 55718","Carlton","MN","55718","11773","SITE, D1A, TRUCK STATION, CARLTON","DOT","DOT",0.116635041113219
"60","Carlton Truck Station","1515 Highway 210 Carlton, MN 55718","R1A: Carlton Truck Station 1515 Highway 210 Carlton, MN 55718","DOT","780 Hwy 210, Carlton, MN 55718","Carlton","MN","55718","10979","Oldenburg Point - R290031.003","Department of Natural Resources","DNR",0.225439919557567
"61","Duluth Headquarters","1123 Mesaba Avenue Duluth, MN 55811","R1A: Duluth Headquarters - 1123 Mesaba Avenue Duluth, MN 55811","DOT","1123 Mesaba Avenue, Duluth, MN 55811","Duluth","MN","55811","11744","SITE, D1A, HEADQUARTERS, DULUTH","DOT","DOT",0.0473544973544974
"62","Floodwood Truck Station","106 West Highway 2 Floodwood, MN 55736","R1A: Floodwood Truck Station - 106 West Highway 2 Floodwood, MN 55736","DOT","106 West Hwy 2, Floodwood, MN 55736","Floodwood","MN","55736","11775","SITE, D1A, TRUCK STATION, FLOODWOOD","DOT","DOT",0.0887291758808786
"63","Floodwood Truck Station","106 West Highway 2 Floodwood, MN 55736","R1A: Floodwood Truck Station - 106 West Highway 2 Floodwood, MN 55736","DOT","5420 Highway 61 West, Goodview, MN 55987","Goodview","MN","55987","11978","SITE, D6A, TRUCK STATION, WINONA","DOT","DOT",0.254683078664403
"64","Grand Marais Truck Station","1361 East US Highway 61 Grand Marais, MN 55604","R1A: Grand Marais Truck Station - 1361 East US Highway 61 Grand Marais, MN 55604","DOT","Highway 61, Grand Marais, MN 55604","Grand Marais","MN","55604","11762","SITE, D1A, REST AREA, CUT FACE CREEK","DOT","DOT",0.250471466583999
"65","Grand Marais Truck Station","1361 East US Highway 61 Grand Marais, MN 55604","R1A: Grand Marais Truck Station - 1361 East US Highway 61 Grand Marais, MN 55604","DOT","1361 East US Hwy 61, Grand Marais, MN 55604","Grand Marais","MN","55604","11776","SITE, D1A, TRUCK STATION, GRAND MARAIS","DOT","DOT",0.112134270627698
"66","Grand Marais Truck Station","1361 East US Highway 61 Grand Marais, MN 55604","R1A: Grand Marais Truck Station - 1361 East US Highway 61 Grand Marais, MN 55604","DOT","1356 E Hwy 61, Grand Marais, MN 55604","Grand Marais","MN","55604","10958","Office - Fisheries, Garage R2900202030 & 20198","Department of Natural Resources","DNR",0.216775781993173
"67","McGregor Truck Station","38182 MN Highway 65 McGregor, MN 55760","R1A: McGregor Truck Station - 38182 MN Highway 65 McGregor, MN 55760","DOT","38182 Mn Hwy 65, MCGREGOR, MN 55760","MCGREGOR","MN","55760","11778","SITE, D1A, TRUCK STATION, MCGREGOR","DOT","DOT",0.197373062285343
"68","McGregor Truck Station","38182 MN Highway 65 McGregor, MN 55760","R1A: McGregor Truck Station - 38182 MN Highway 65 McGregor, MN 55760","DOT","27365 MN Hwy 18, Garrison, MN 56450","Garrison","MN","56450","11847","SITE, D3A, TRUCK STATION, GARRISON","DOT","DOT",0.22890559732665
"69","Moose Lake Truck Station","975 Highway 73 Moose Lake, MN 55767","R1A: Moose Lake Truck Station - 975 Highway 73 Moose Lake, MN 55767","DOT","975 Hwy 73, Moose Lake, MN 55767","Moose Lake","MN","55767","11779","SITE, D1A, TRUCK STATION, MOOSE LAKE","DOT","DOT",0.0915226574500768
"70","Moose Lake Truck Station","975 Highway 73 Moose Lake, MN 55767","R1A: Moose Lake Truck Station - 975 Highway 73 Moose Lake, MN 55767","DOT","1111 Highway 73, Moose Lake, MN 55767","Moose Lake","MN","55767","7513","DHS - Moose Lake","Department of Human Services","DHS",0.182991473616474
"71","Nopeming Truck Station","2650 Midway Road Nopeming, MN 55810","R1A: Nopeming Truck Station - 2650 Midway Road Nopeming, MN 55810","DOT","2650 Midway Road, Duluth, MN 55810","Duluth","MN","55810","11780","SITE, D1A, TRUCK STATION, NOPEMING","DOT","DOT",0.175682124701733
"72","Pine City Truck Station","905 Hillside SW Pine City, MN 55063","R1A: Pine City Truck Station - 905 Hillside SW Pine City, MN 55063","DOT","905 Hillside Ave SW, Pine City, MN 55063","Pine City","MN","55063","11781","SITE, D1A, TRUCK STATION, PINE CITY","DOT","DOT",0.122619047619048
